countyFIPS,County Name,State,population
18175,Washington County,IN,28036
18177,Wayne County,IN,65884
18179,Wells County,IN,28296
18181,White County,IN,24102
18183,Whitley County,IN,33964
0,Statewide Unallocated,IA,0
19001,Adair County,IA,7152
19003,Adams County,IA,3602
19005,Allamakee County,IA,13687
19007,Appanoose County,IA,12426
19009,Audubon County,IA,5496
19011,Benton County,IA,25645
19013,Black Hawk County,IA,131228
19015,Boone County,IA,26234
19017,Bremer County,IA,25062
19019,Buchanan County,IA,21175
19021,Buena Vista County,IA,19620
19023,Butler County,IA,14439
19025,Calhoun County,IA,9668
19027,Carroll County,IA,20165
19029,Cass County,IA,12836
19031,Cedar County,IA,18627
19033,Cerro Gordo County,IA,42450
19035,Cherokee County,IA,11235
19037,Chickasaw County,IA,11933
19039,Clarke County,IA,9395
19041,Clay County,IA,16016
19043,Clayton County,IA,17549
19045,Clinton County,IA,46429
19047,Crawford County,IA,16820
19049,Dallas County,IA,93453
19051,Davis County,IA,9000
19053,Decatur County,IA,7870
19055,Delaware County,IA,17011
19057,Des Moines County,IA,38967
19059,Dickinson County,IA,17258
19061,Dubuque County,IA,97311
19063,Emmet County,IA,9208
19065,Fayette County,IA,19650
19067,Floyd County,IA,15642
19069,Franklin County,IA,10070
19071,Fremont County,IA,6960
19073,Greene County,IA,8888
19075,Grundy County,IA,12232
19077,Guthrie County,IA,10689
19079,Hamilton County,IA,14773
19081,Hancock County,IA,10630
19083,Hardin County,IA,16846
19085,Harrison County,IA,14049
19087,Henry County,IA,19954
19089,Howard County,IA,9158
19091,Humboldt County,IA,9558
19093,Ida County,IA,6860
19095,Iowa County,IA,16184
19097,Jackson County,IA,19439
19099,Jasper County,IA,37185
19101,Jefferson County,IA,18295
19103,Johnson County,IA,151140
19105,Jones County,IA,20681
19107,Keokuk County,IA,10246
19109,Kossuth County,IA,14813
19111,Lee County,IA,33657
19113,Linn County,IA,226706
19115,Louisa County,IA,11035
19117,Lucas County,IA,8600
19119,Lyon County,IA,11755
19121,Madison County,IA,16338
19123,Mahaska County,IA,22095
19125,Marion County,IA,33253
19127,Marshall County,IA,39369
19129,Mills County,IA,15109
19131,Mitchell County,IA,10586
19133,Monona County,IA,8615
19135,Monroe County,IA,7707
19137,Montgomery County,IA,9917
19139,Muscatine County,IA,42664
19141,O'Brien County,IA,13753
19143,Osceola County,IA,5958
19145,Page County,IA,15107
19147,Palo Alto County,IA,8886
19149,Plymouth County,IA,25177
19151,Pocahontas County,IA,6619
19153,Polk County,IA,490161
19155,Pottawattamie County,IA,93206
19157,Poweshiek County,IA,18504
19159,Ringgold County,IA,4894
19161,Sac County,IA,9721
19163,Scott County,IA,172943
19165,Shelby County,IA,11454
19167,Sioux County,IA,34855
19169,Story County,IA,97117
19171,Tama County,IA,16854
19173,Taylor County,IA,6121
19175,Union County,IA,12241
19177,Van Buren County,IA,7044
19179,Wapello County,IA,34969
19181,Warren County,IA,51466
19183,Washington County,IA,21965
19185,Wayne County,IA,6441
19187,Webster County,IA,35904
19189,Winnebago County,IA,10354
19191,Winneshiek County,IA,19991
19193,Woodbury County,IA,103107
19195,Worth County,IA,7381
19197,Wright County,IA,12562
0,Statewide Unallocated,KS,0
20001,Allen County,KS,12369
20003,Anderson County,KS,7858
20005,Atchison County,KS,16073
20007,Barber County,KS,4427
20009,Barton County,KS,25779
20011,Bourbon County,KS,14534
20013,Brown County,KS,9564
20015,Butler County,KS,66911
20017,Chase County,KS,2648
20019,Chautauqua County,KS,3250
20021,Cherokee County,KS,19939
20023,Cheyenne County,KS,2657
20025,Clark County,KS,1994
20027,Clay County,KS,8002
20029,Cloud County,KS,8786
20031,Coffey County,KS,8179
20033,Comanche County,KS,1700
20035,Cowley County,KS,34908
20037,Crawford County,KS,38818
20039,Decatur County,KS,2827
20041,Dickinson County,KS,18466
20043,Doniphan County,KS,7600
20045,Douglas County,KS,122259
20047,Edwards County,KS,2798
20049,Elk County,KS,2530
20051,Ellis County,KS,28553
20053,Ellsworth County,KS,6102
20055,Finney County,KS,36467
20057,Ford County,KS,33619
20059,Franklin County,KS,25544
20061,Geary County,KS,31670
20063,Gove County,KS,2636
20065,Graham County,KS,2482
20067,Grant County,KS,7150
20069,Gray County,KS,5988
20071,Greeley County,KS,1232
20073,Greenwood County,KS,5982
20075,Hamilton County,KS,2539
20077,Harper County,KS,5436
20079,Harvey County,KS,34429
20081,Haskell County,KS,3968
20083,Hodgeman County,KS,1794
20085,Jackson County,KS,13171
20087,Jefferson County,KS,19043
20089,Jewell County,KS,2879
20091,Johnson County,KS,602401
20093,Kearny County,KS,3838
20095,Kingman County,KS,7152
20097,Kiowa County,KS,2475
20099,Labette County,KS,19618
20101,Lane County,KS,1535
20103,Leavenworth County,KS,81758
20105,Lincoln County,KS,2962
20107,Linn County,KS,9703
20109,Logan County,KS,2794
20111,Lyon County,KS,33195
20113,McPherson County,KS,28542
20115,Marion County,KS,11884
20117,Marshall County,KS,9707
20119,Meade County,KS,4033
20121,Miami County,KS,34237
20123,Mitchell County,KS,5979
20125,Montgomery County,KS,31829
20127,Morris County,KS,5620
20129,Morton County,KS,2587
20131,Nemaha County,KS,10231
20133,Neosho County,KS,16007
20135,Ness County,KS,2750
20137,Norton County,KS,5361
20139,Osage County,KS,15949
20141,Osborne County,KS,3421
20143,Ottawa County,KS,5704
20145,Pawnee County,KS,6414
20147,Phillips County,KS,5234
20149,Pottawatomie County,KS,24383
20151,Pratt County,KS,9164
20153,Rawlins County,KS,2530
20155,Reno County,KS,61998
20157,Republic County,KS,4636
20159,Rice County,KS,9537
20161,Riley County,KS,74232
20163,Rooks County,KS,4920
20165,Rush County,KS,3036
20167,Russell County,KS,6856
20169,Saline County,KS,54224
20171,Scott County,KS,4823
20173,Sedgwick County,KS,516042
20175,Seward County,KS,21428
20177,Shawnee County,KS,176875
20179,Sheridan County,KS,2521
20181,Sherman County,KS,5917
20183,Smith County,KS,3583
20185,Stafford County,KS,4156
20187,Stanton County,KS,2006
20189,Stevens County,KS,5485
20191,Sumner County,KS,22836
20193,Thomas County,KS,7777
20195,Trego County,KS,2803
20197,Wabaunsee County,KS,6931
20199,Wallace County,KS,1518
20201,Washington County,KS,5406
20203,Wichita County,KS,2119
20205,Wilson County,KS,8525
20207,Woodson County,KS,3138
20209,Wyandotte County,KS,165429
0,Statewide Unallocated,KY,0
21001,Adair County,KY,19202
21003,Allen County,KY,21315
21005,Anderson County,KY,22747
21007,Ballard County,KY,7888
21009,Barren County,KY,44249
21011,Bath County,KY,12500
21013,Bell County,KY,26032
21015,Boone County,KY,133581
21017,Bourbon County,KY,19788
21019,Boyd County,KY,46718
21021,Boyle County,KY,30060
21023,Bracken County,KY,8303
21025,Breathitt County,KY,12630
21027,Breckinridge County,KY,20477
21029,Bullitt County,KY,81676
21031,Butler County,KY,12879
21033,Caldwell County,KY,12747
21035,Calloway County,KY,39001
21037,Campbell County,KY,93584
21039,Carlisle County,KY,4760
21041,Carroll County,KY,10631
21043,Carter County,KY,26797
21045,Casey County,KY,16159
21047,Christian County,KY,70461
21049,Clark County,KY,36263
21051,Clay County,KY,19901
21053,Clinton County,KY,10218
21055,Crittenden County,KY,8806
21057,Cumberland County,KY,6614
21059,Daviess County,KY,101511
21061,Edmonson County,KY,12150
21063,Elliott County,KY,7517
21065,Estill County,KY,14106
21067,Fayette County,KY,323152
21069,Fleming County,KY,14581
21071,Floyd County,KY,35589
21073,Franklin County,KY,50991
21075,Fulton County,KY,5969
21077,Gallatin County,KY,8869
21079,Garrard County,KY,17666
21081,Grant County,KY,25069
21083,Graves County,KY,37266
21085,Grayson County,KY,26427
21087,Green County,KY,10941
21089,Greenup County,KY,35098
21091,Hancock County,KY,8722
21093,Hardin County,KY,110958
21095,Harlan County,KY,26010
21097,Harrison County,KY,18886
21099,Hart County,KY,19035
21101,Henderson County,KY,45210
21103,Henry County,KY,16126
21105,Hickman County,KY,4380
21107,Hopkins County,KY,44686
21109,Jackson County,KY,13329
21111,Jefferson County,KY,766757
21113,Jessamine County,KY,54115
21115,Johnson County,KY,22188
21117,Kenton County,KY,166998
21119,Knott County,KY,14806
21121,Knox County,KY,31145
21123,Larue County,KY,14398
21125,Laurel County,KY,60813
21127,Lawrence County,KY,15317
21129,Lee County,KY,7403
21131,Leslie County,KY,9877
21133,Letcher County,KY,21553
21135,Lewis County,KY,13275
21137,Lincoln County,KY,24549
21139,Livingston County,KY,9194
21141,Logan County,KY,27102
21143,Lyon County,KY,8210
21145,McCracken County,KY,65418
21147,McCreary County,KY,17231
21149,McLean County,KY,9207
21151,Madison County,KY,92987
21153,Magoffin County,KY,12161
21155,Marion County,KY,19273
21157,Marshall County,KY,31100
21159,Martin County,KY,11195
21161,Mason County,KY,17070
21163,Meade County,KY,28572
21165,Menifee County,KY,6489
21167,Mercer County,KY,21933
21169,Metcalfe County,KY,10071
21171,Monroe County,KY,10650
21173,Montgomery County,KY,28157
21175,Morgan County,KY,13309
21177,Muhlenberg County,KY,30622
21179,Nelson County,KY,46233
21181,Nicholas County,KY,7269
21183,Ohio County,KY,23994
21185,Oldham County,KY,66799
21187,Owen County,KY,10901
21189,Owsley County,KY,4415
21191,Pendleton County,KY,14590
21193,Perry County,KY,25758
21195,Pike County,KY,57876
21197,Powell County,KY,12359
21199,Pulaski County,KY,64979
21201,Robertson County,KY,2108
21203,Rockcastle County,KY,16695
21205,Rowan County,KY,24460
21207,Russell County,KY,17923
21209,Scott County,KY,57004
21211,Shelby County,KY,49024
21213,Simpson County,KY,18572
21215,Spencer County,KY,19351
21217,Taylor County,KY,25769
21219,Todd County,KY,12294
21221,Trigg County,KY,14651
21223,Trimble County,KY,8471
21225,Union County,KY,14381
21227,Warren County,KY,132896
21229,Washington County,KY,12095
21231,Wayne County,KY,20333
21233,Webster County,KY,12942
21235,Whitley County,KY,36264
21237,Wolfe County,KY,7157
21239,Woodford County,KY,26734
0,Statewide Unallocated,LA,0
22001,Acadia Parish,LA,62045
22003,Allen Parish,LA,25627
22005,Ascension Parish,LA,126604
22007,Assumption Parish,LA,21891
22009,Avoyelles Parish,LA,40144
22011,Beauregard Parish,LA,37497
22013,Bienville Parish,LA,13241
22015,Bossier Parish,LA,127039
22017,Caddo Parish,LA,240204
22019,Calcasieu Parish,LA,203436
22021,Caldwell Parish,LA,9918
22023,Cameron Parish,LA,6973
22025,Catahoula Parish,LA,9494
22027,Claiborne Parish,LA,15670
22029,Concordia Parish,LA,19259
22031,De Soto Parish,LA,27463
22033,East Baton Rouge Parish,LA,440059
22035,East Carroll Parish,LA,6861
22037,East Feliciana Parish,LA,19135
22039,Evangeline Parish,LA,33395
22041,Franklin Parish,LA,20015
22043,Grant Parish,LA,22389
22045,Iberia Parish,LA,69830
22047,Iberville Parish,LA,32511
22049,Jackson Parish,LA,15744
22051,Jefferson Parish,LA,432493
22053,Jefferson Davis Parish,LA,31368
22055,Lafayette Parish,LA,244390
22057,Lafourche Parish,LA,97614
22059,La Salle Parish,LA,14892
22061,Lincoln Parish,LA,46742
22063,Livingston Parish,LA,140789
22065,Madison Parish,LA,10951
22067,Morehouse Parish,LA,24874
22069,Natchitoches Parish,LA,38158
22071,Orleans Parish,LA,390144
22073,Ouachita Parish,LA,153279
22075,Plaquemines Parish,LA,23197
22077,Pointe Coupee Parish,LA,21730
22079,Rapides Parish,LA,129648
22081,Red River Parish,LA,8442
22083,Richland Parish,LA,20122
22085,Sabine Parish,LA,23884
22087,St. Bernard Parish,LA,47244
22089,St. Charles Parish,LA,53100
22091,St. Helena Parish,LA,10132
22093,St. James Parish,LA,21096
22095,St. John the Baptist Parish,LA,42837
22097,St. Landry Parish,LA,82124
22099,St. Martin Parish,LA,53431
22101,St. Mary Parish,LA,49348
22103,St. Tammany Parish,LA,260419
22105,Tangipahoa Parish,LA,134758
22107,Tensas Parish,LA,4334
22109,Terrebonne Parish,LA,110461
22111,Union Parish,LA,22108
22113,Vermilion Parish,LA,59511
22115,Vernon Parish,LA,47429
22117,Washington Parish,LA,46194
22119,Webster Parish,LA,38340
22121,West Baton Rouge Parish,LA,26465
22123,West Carroll Parish,LA,10830
22125,West Feliciana Parish,LA,15568
22127,Winn Parish,LA,13904
0,Statewide Unallocated,ME,0
23001,Androscoggin County,ME,108277
23003,Aroostook County,ME,67055
23005,Cumberland County,ME,295003
23007,Franklin County,ME,30199
23009,Hancock County,ME,54987
23011,Kennebec County,ME,122302
23013,Knox County,ME,39772
23015,Lincoln County,ME,34634
23017,Oxford County,ME,57975
23019,Penobscot County,ME,152148
23021,Piscataquis County,ME,16785
23023,Sagadahoc County,ME,35856
23025,Somerset County,ME,50484
23027,Waldo County,ME,39715
23029,Washington County,ME,31379
23031,York County,ME,207641
0,Statewide Unallocated,MD,0
24001,Allegany County,MD,70416
24003,Anne Arundel County,MD,579234
24005,Baltimore County,MD,827370
24009,Calvert County,MD,92525
24011,Caroline County,MD,33406
24013,Carroll County,MD,168447
24015,Cecil County,MD,102855
24017,Charles County,MD,163257
24019,Dorchester County,MD,31929
24021,Frederick County,MD,259547
24023,Garrett County,MD,29014
24025,Harford County,MD,255441
24027,Howard County,MD,325690
24029,Kent County,MD,19422
24031,Montgomery County,MD,1050688
24033,Prince George's County,MD,909327
24035,Queen Anne's County,MD,50381
24037,St. Mary's County,MD,113510
24039,Somerset County,MD,25616
24041,Talbot County,MD,37181
24043,Washington County,MD,151049
24045,Wicomico County,MD,103609
24047,Worcester County,MD,52276
24510,Baltimore City,MD,593490
0,Statewide Unallocated,MA,0
25001,Barnstable County,MA,212990
25003,Berkshire County,MA,124944
25005,Bristol County,MA,565217
25007,Dukes County,MA,17332
25009,Essex County,MA,789034
25011,Franklin County,MA,70180
25013,Hampden County,MA,466372
25015,Hampshire County,MA,160830
25017,Middlesex County,MA,1611699
25019,Nantucket County,MA,11399
25021,Norfolk County,MA,706775
25023,Plymouth County,MA,521202
25025,Suffolk County,MA,803907
25027,Worcester County,MA,830622
0,Statewide Unallocated,MI,0
26001,Alcona County,MI,10405
26003,Alger County,MI,9108
26005,Allegan County,MI,118081
26007,Alpena County,MI,28405
26009,Antrim County,MI,23324
26011,Arenac County,MI,14883
26013,Baraga County,MI,8209
26015,Barry County,MI,61550
26017,Bay County,MI,103126
26019,Benzie County,MI,17766
26021,Berrien County,MI,153401
26023,Branch County,MI,43517
26025,Calhoun County,MI,134159
26027,Cass County,MI,51787
26029,Charlevoix County,MI,26143
26031,Cheboygan County,MI,25276
26033,Chippewa County,MI,37349
26035,Clare County,MI,30950
26037,Clinton County,MI,79595
26039,Crawford County,MI,14029
26041,Delta County,MI,35784
26043,Dickinson County,MI,25239
26045,Eaton County,MI,110268
26047,Emmet County,MI,33415
26049,Genesee County,MI,405813
26051,Gladwin County,MI,25449
26053,Gogebic County,MI,13975
26055,Grand Traverse County,MI,93088
26057,Gratiot County,MI,40711
26059,Hillsdale County,MI,45605
26061,Houghton County,MI,35684
26063,Huron County,MI,30981
26065,Ingham County,MI,292406
26067,Ionia County,MI,64697
26069,Iosco County,MI,25127
26071,Iron County,MI,11066
26073,Isabella County,MI,69872
26075,Jackson County,MI,158510
26077,Kalamazoo County,MI,265066
26079,Kalkaska County,MI,18038
26081,Kent County,MI,656955
26083,Keweenaw County,MI,2116
26085,Lake County,MI,11853
26087,Lapeer County,MI,87607
26089,Leelanau County,MI,21761
26091,Lenawee County,MI,98451
26093,Livingston County,MI,191995
26095,Luce County,MI,6229
26097,Mackinac County,MI,10799
26099,Macomb County,MI,873972
26101,Manistee County,MI,24558
26103,Marquette County,MI,66699
26105,Mason County,MI,29144
26107,Mecosta County,MI,43453
26109,Menominee County,MI,22780
26111,Midland County,MI,83156
26113,Missaukee County,MI,15118
26115,Monroe County,MI,150500
26117,Montcalm County,MI,63888
26119,Montmorency County,MI,9328
26121,Muskegon County,MI,173566
26123,Newaygo County,MI,48980
26125,Oakland County,MI,1257584
26127,Oceana County,MI,26467
26129,Ogemaw County,MI,20997
26131,Ontonagon County,MI,5720
26133,Osceola County,MI,23460
26135,Oscoda County,MI,8241
26137,Otsego County,MI,24668
26139,Ottawa County,MI,291830
26141,Presque Isle County,MI,12592
26143,Roscommon County,MI,24019
26145,Saginaw County,MI,190539
26147,St. Clair County,MI,159128
26149,St. Joseph County,MI,60964
26151,Sanilac County,MI,41170
26153,Schoolcraft County,MI,8094
26155,Shiawassee County,MI,68122
26157,Tuscola County,MI,52245
26159,Van Buren County,MI,75677
26161,Washtenaw County,MI,367601
26163,Wayne County,MI,1749343
26165,Wexford County,MI,33631
0,Statewide Unallocated,MN,0
27001,Aitkin County,MN,15886
27003,Anoka County,MN,356921
27005,Becker County,MN,34423
27007,Beltrami County,MN,47188
27009,Benton County,MN,40889
27011,Big Stone County,MN,4991
27013,Blue Earth County,MN,67653
27015,Brown County,MN,25008
27017,Carlton County,MN,35871
27019,Carver County,MN,105089
27021,Cass County,MN,29779
27023,Chippewa County,MN,11800
27025,Chisago County,MN,56579
27027,Clay County,MN,64222
27029,Clearwater County,MN,8818
27031,Cook County,MN,5463
27033,Cottonwood County,MN,11196
27035,Crow Wing County,MN,65055
27037,Dakota County,MN,429021
27039,Dodge County,MN,20934
27041,Douglas County,MN,38141
27043,Faribault County,MN,13653
27045,Fillmore County,MN,21067
27047,Freeborn County,MN,30281
27049,Goodhue County,MN,46340
27051,Grant County,MN,5972
27053,Hennepin County,MN,1265843
27055,Houston County,MN,18600
27057,Hubbard County,MN,21491
27059,Isanti County,MN,40596
27061,Itasca County,MN,45130
27063,Jackson County,MN,9846
27065,Kanabec County,MN,16337
27067,Kandiyohi County,MN,43199
27069,Kittson County,MN,4298
27071,Koochiching County,MN,12229
27073,Lac Qui Parle County,MN,6623
27075,Lake County,MN,10641
27077,Lake of the Woods County,MN,3740
27079,Le Sueur County,MN,28887
27081,Lincoln County,MN,5639
27083,Lyon County,MN,25474
27085,McLeod County,MN,35893
27087,Mahnomen County,MN,5527
27089,Marshall County,MN,9336
27091,Martin County,MN,19683
27093,Meeker County,MN,23222
27095,Mille Lacs County,MN,26277
27097,Morrison County,MN,33386
27099,Mower County,MN,40062
27101,Murray County,MN,8194
27103,Nicollet County,MN,34274
27105,Nobles County,MN,21629
27107,Norman County,MN,6375
27109,Olmsted County,MN,158293
27111,Otter Tail County,MN,58746
27113,Pennington County,MN,14119
27115,Pine County,MN,29579
27117,Pipestone County,MN,9126
27119,Polk County,MN,31364
27121,Pope County,MN,11249
27123,Ramsey County,MN,550321
27125,Red Lake County,MN,4055
27127,Redwood County,MN,15170
27129,Renville County,MN,14548
27131,Rice County,MN,66972
27133,Rock County,MN,9315
27135,Roseau County,MN,15165
27137,St. Louis County,MN,199070
27139,Scott County,MN,149013
27141,Sherburne County,MN,97238
27143,Sibley County,MN,14865
27145,Stearns County,MN,161075
27147,Steele County,MN,36649
27149,Stevens County,MN,9805
27151,Swift County,MN,9266
27153,Todd County,MN,24664
27155,Traverse County,MN,3259
27157,Wabasha County,MN,21627
27159,Wadena County,MN,13682
27161,Waseca County,MN,18612
27163,Washington County,MN,262440
27165,Watonwan County,MN,10897
27167,Wilkin County,MN,6207
27169,Winona County,MN,50484
27171,Wright County,MN,138377
27173,Yellow Medicine County,MN,9709
0,Statewide Unallocated,MS,0
28001,Adams County,MS,30693
28003,Alcorn County,MS,36953
28005,Amite County,MS,12297
28007,Attala County,MS,18174
28009,Benton County,MS,8259
28011,Bolivar County,MS,30628
28013,Calhoun County,MS,14361
28015,Carroll County,MS,9947
28017,Chickasaw County,MS,17103
28019,Choctaw County,MS,8210
28021,Claiborne County,MS,8988
28023,Clarke County,MS,15541
28025,Clay County,MS,19316
28027,Coahoma County,MS,22124
28029,Copiah County,MS,28065
28031,Covington County,MS,18636
28033,DeSoto County,MS,184945
28035,Forrest County,MS,74897
28037,Franklin County,MS,7713
28039,George County,MS,24500
28041,Greene County,MS,13586
28043,Grenada County,MS,20758
28045,Hancock County,MS,47632
28047,Harrison County,MS,208080
28049,Hinds County,MS,231840
28051,Holmes County,MS,17010
28053,Humphreys County,MS,8064
28055,Issaquena County,MS,1327
28057,Itawamba County,MS,23390
28059,Jackson County,MS,143617
28061,Jasper County,MS,16383
28063,Jefferson County,MS,6990
28065,Jefferson Davis County,MS,11128
28067,Jones County,MS,68098
28069,Kemper County,MS,9742
28071,Lafayette County,MS,54019
28073,Lamar County,MS,63343
28075,Lauderdale County,MS,74125
28077,Lawrence County,MS,12586
28079,Leake County,MS,22786
28081,Lee County,MS,85436
28083,Leflore County,MS,28183
28085,Lincoln County,MS,34153
28087,Lowndes County,MS,58595
28089,Madison County,MS,106272
28091,Marion County,MS,24573
28093,Marshall County,MS,35294
28095,Monroe County,MS,35252
28097,Montgomery County,MS,9775
28099,Neshoba County,MS,29118
28101,Newton County,MS,21018
28103,Noxubee County,MS,10417
28105,Oktibbeha County,MS,49587
28107,Panola County,MS,34192
28109,Pearl River County,MS,55535
28111,Perry County,MS,11973
28113,Pike County,MS,39288
28115,Pontotoc County,MS,32174
28117,Prentiss County,MS,25126
28119,Quitman County,MS,6792
28121,Rankin County,MS,155271
28123,Scott County,MS,28124
28125,Sharkey County,MS,4321
28127,Simpson County,MS,26658
28129,Smith County,MS,15916
28131,Stone County,MS,18336
28133,Sunflower County,MS,25110
28135,Tallahatchie County,MS,13809
28137,Tate County,MS,28321
28139,Tippah County,MS,22015
28141,Tishomingo County,MS,19383
28143,Tunica County,MS,9632
28145,Union County,MS,28815
28147,Walthall County,MS,14286
28149,Warren County,MS,45381
28151,Washington County,MS,43909
28153,Wayne County,MS,20183
28155,Webster County,MS,9689
28157,Wilkinson County,MS,8630
28159,Winston County,MS,17955
28161,Yalobusha County,MS,12108
28163,Yazoo County,MS,29690
0,Statewide Unallocated,MO,0
29001,Adair County,MO,25343
29003,Andrew County,MO,17712
29005,Atchison County,MO,5143
29007,Audrain County,MO,25388
29009,Barry County,MO,35789
29011,Barton County,MO,11754
29013,Bates County,MO,16172
29015,Benton County,MO,19443
29017,Bollinger County,MO,12133
29019,Boone County,MO,180463
29021,Buchanan County,MO,87364
29023,Butler County,MO,42478
29025,Caldwell County,MO,9020
29027,Callaway County,MO,44743
29029,Camden County,MO,46305
29031,Cape Girardeau County,MO,78871
29033,Carroll County,MO,8679
29035,Carter County,MO,5982
29037,Cass County,MO,105780
29039,Cedar County,MO,14349
29041,Chariton County,MO,7426
29043,Christian County,MO,88595
29045,Clark County,MO,6797
29047,Clay County,MO,249948
29049,Clinton County,MO,20387
29051,Cole County,MO,76745
29053,Cooper County,MO,17709
29055,Crawford County,MO,23920
29057,Dade County,MO,7561
29059,Dallas County,MO,16878
29061,Daviess County,MO,8278
29063,DeKalb County,MO,12547
29065,Dent County,MO,15573
29067,Douglas County,MO,13185
29069,Dunklin County,MO,29131
29071,Franklin County,MO,103967
29073,Gasconade County,MO,14706
29075,Gentry County,MO,6571
29077,Greene County,MO,293086
29079,Grundy County,MO,9850
29081,Harrison County,MO,8352
29083,Henry County,MO,21824
29085,Hickory County,MO,9544
29087,Holt County,MO,4403
29089,Howard County,MO,10001
29091,Howell County,MO,40117
29093,Iron County,MO,10125
29095,Jackson County (including other portions of Kansas City),MO,703011
29097,Jasper County,MO,121328
29099,Jefferson County,MO,225081
29101,Johnson County,MO,54062
29103,Knox County,MO,3959
29105,Laclede County,MO,35723
29107,Lafayette County,MO,32708
29109,Lawrence County,MO,38355
29111,Lewis County,MO,9776
29113,Lincoln County,MO,59013
29115,Linn County,MO,11920
29117,Livingston County,MO,15227
29119,McDonald County,MO,22837
29121,Macon County,MO,15117
29123,Madison County,MO,12088
29125,Maries County,MO,8697
29127,Marion County,MO,28530
29129,Mercer County,MO,3617
29131,Miller County,MO,25619
29133,Mississippi County,MO,13180
29135,Moniteau County,MO,16132
29137,Monroe County,MO,8644
29139,Montgomery County,MO,11551
29141,Morgan County,MO,20627
29143,New Madrid County,MO,17076
29145,Newton County,MO,58236
29147,Nodaway County,MO,22092
29149,Oregon County,MO,10529
29151,Osage County,MO,13615
29153,Ozark County,MO,9174
29155,Pemiscot County,MO,15805
29157,Perry County,MO,19136
29159,Pettis County,MO,42339
29161,Phelps County,MO,44573
29163,Pike County,MO,18302
29165,Platte County,MO,104418
29167,Polk County,MO,32149
29169,Pulaski County,MO,52607
29171,Putnam County,MO,4696
